Predictions1,Targets
2.6527047,0.39406064
2.6517892,0.427728
2.6517892,0.3868734
2.6517892,0.42373535
2.6517892,0.40214735
2.651484,0.42675823
2.6517892,0.39973408
2.651484,0.4213321
2.6517892,0.43012
2.651484,0.45480484
2.651484,0.43521252
2.651484,0.46216494
2.6519418,0.4532346
2.6516366,0.5344505
2.6516366,0.47342426
2.6516366,0.46391606
2.6516366,0.47528625
2.651484,0.49772945
2.651484,0.50020146
2.6516366,0.48943615
2.651484,0.5492887
2.6517892,0.5093691
2.6516366,0.5126086
2.6516366,0.52808505
2.6517892,0.53014445
2.6516366,0.5333943
2.6516366,0.5548316
2.651484,0.49375933
2.6516366,0.51273495
2.6516366,0.55174935
2.6516366,0.56616473
2.6517892,0.6121588
2.6517892,-0.013834208
-2.6475165,0.011170182
-2.647669,0.0024048584
-2.647364,-0.058572166
-2.647364,0.009264741
-2.295949,0.021099402
-2.6472113,-0.013647214
-2.647364,0.037928183
-2.6472113,0.043907113
-2.647364,0.058538366
-2.647364,0.030540576
-2.647669,0.0690151
-2.6472113,0.08393401
-2.6472113,0.06584781
-2.647364,0.09570539
-2.647364,0.080029756
-2.6496527,0.09694116
-2.6511786,0.09729332
-2.6520944,0.07719746
